49.864,157.42
49.661,157.56
49.443,157.71
49.21,157.85
48.962,158.01
48.7,158.16
48.424,158.32
48.134,158.48
47.83,158.65
47.512,158.82
47.18,158.99
46.835,159.17
46.477,159.34
46.106,159.52
45.721,159.71
45.324,159.89
44.914,160.08
44.492,160.26
44.058,160.45
43.611,160.64
43.152,160.83
42.682,161.03
42.2,161.22
41.706,161.41
41.201,161.6
40.684,161.8
40.157,161.99
39.619,162.18
39.07,162.38
38.51,162.57
37.94,162.76
37.36,162.95
36.77,163.14
36.17,163.32
35.56,163.51
34.94,163.69
34.311,163.88
33.673,164.05
33.025,164.23
32.369,164.41
31.704,164.58
31.03,164.75
30.347,164.91
29.657,165.07
28.958,165.23
28.251,165.39
27.536,165.54
26.814,165.68
26.084,165.83
25.346,165.96
24.602,166.1
23.85,166.23
23.092,166.35
22.326,166.47
21.555,166.58
20.777,166.69
19.995,166.79
19.207,166.89
18.416,166.98
17.621,167.06
16.824,167.14
16.024,167.22
15.222,167.28
14.42,167.35
13.617,167.4
12.814,167.46
12.012,167.5
11.211,167.54
10.411,167.58
9.6147,167.6
8.821,167.63
8.031,167.64
7.2451,167.65
6.4641,167.66
5.6885,167.66
4.9188,167.65
4.1557,167.64
3.3998,167.62
2.6516,167.59
1.9117,167.56
1.1806,167.52
0.45783,167.48
-0.25671,167.43
-0.96333,167.37
-1.6623,167.31
-2.3539,167.24
-3.0384,167.16
-3.7161,167.08
-4.3872,166.99
-5.0521,166.9
-5.7109,166.8
-6.3641,166.69
-7.0117,166.58
-7.6542,166.46
-8.2918,166.33
-8.9248,166.2
-9.5534,166.06
-10.178,165.91
-10.799,165.76
-11.416,165.6
-12.03,165.43
-12.641,165.26
-13.249,165.08
-13.854,164.89
-14.458,164.7
-15.06,164.5
-15.66,164.29
-16.258,164.07
-16.854,163.85
-17.448,163.63
-18.039,163.39
-18.627,163.15
-19.213,162.91
-19.795,162.65
-20.374,162.39
-20.949,162.13
-21.521,161.86
-22.088,161.58
-22.65,161.3
-23.208,161.01
-23.762,160.71
-24.31,160.42
-24.852,160.11
-25.39,159.8
-25.921,159.48
-26.447,159.16
-26.966,158.84
-27.479,158.51
-27.985,158.17
-28.484,157.83
-28.975,157.49
-29.46,157.14
-29.937,156.78
-30.406,156.43
-30.867,156.06
-31.319,155.7
-31.763,155.33
-32.199,154.95
-32.625,154.57
-33.042,154.19
-33.45,153.8
-33.849,153.41
-34.237,153.01
-34.616,152.61
-34.984,152.21
-35.342,151.8
-35.689,151.39
-36.025,150.98
-36.351,150.56
-36.665,150.13
-36.967,149.71
-37.258,149.28
-37.537,148.85
-37.804,148.41
-38.058,147.97
-38.3,147.53
-38.529,147.08
-38.745,146.63
-38.948,146.18
-39.137,145.73
-39.313,145.27
-39.475,144.81
-39.623,144.34
-39.757,143.87
-39.877,143.4
-39.983,142.93
-40.074,142.46
-40.151,141.98
-40.212,141.5
-40.259,141.02
-40.291,140.54
-40.307,140.06
-40.308,139.57
-40.293,139.08
-40.263,138.59
-40.216,138.1
-40.154,137.61
-40.075,137.12
-39.98,136.62
-39.869,136.13
-39.74,135.63
-39.595,135.14
-39.433,134.64
-39.254,134.14
-39.058,133.65
-38.844,133.15
-38.612,132.65
-38.364,132.15
-38.099,131.65
-37.817,131.16
-37.518,130.66
-37.202,130.16
-36.871,129.66
-36.523,129.17
-36.158,128.67
-35.778,128.18
-35.382,127.69
-34.971,127.19
-34.544,126.7
-34.101,126.21
-33.643,125.73
-33.171,125.24
-32.683,124.75
-32.18,124.27
-31.663,123.79
-31.131,123.31
-30.585,122.84
-30.025,122.36
-29.451,121.89
-28.863,121.42
-28.26,120.95
-27.645,120.49
-27.016,120.03
-26.375,119.57
-25.722,119.11
-25.058,118.66
-24.383,118.21
-23.698,117.76
-23.003,117.31
-22.299,116.87
-21.588,116.42
-20.868,115.98
-20.141,115.55
-19.408,115.11
-18.669,114.68
-17.925,114.25
-17.176,113.82
-16.422,113.39
-15.666,112.96
-14.906,112.54
-14.144,112.12
-13.38,111.69
-12.615,111.28
-11.849,110.86
-11.084,110.44
-10.319,110.03
-9.5554,109.61
-8.7936,109.2
-8.0339,108.79
-7.2766,108.38
-6.5218,107.97
-5.7698,107.56
-5.0206,107.16
-4.2745,106.75
-3.5316,106.34
-2.7922,105.94
-2.0564,105.53
-1.3243,105.12
-0.59627,104.72
0.12763,104.31
0.8472,103.9
1.5623,103.49
2.2726,103.08
2.9781,102.67
3.6785,102.26
4.3737,101.85
5.0635,101.44
5.7476,101.02
6.426,100.61
7.0985,100.19
7.7648,99.766
8.4247,99.344
9.0782,98.919
9.725,98.491
10.365,98.061
10.998,97.629
11.624,97.195
12.243,96.759
12.855,96.32
13.459,95.88
14.056,95.439
14.646,94.995
15.228,94.55
15.802,94.104
16.369,93.657
16.927,93.209
17.478,92.76
18.021,92.31
18.556,91.859
19.082,91.408
19.601,90.956
20.111,90.505
20.612,90.053
21.105,89.6
21.589,89.149
22.064,88.697
22.531,88.245
22.989,87.795
23.437,87.344
23.877,86.895
24.307,86.446
24.729,85.998
25.141,85.551
25.544,85.105
25.938,84.66
26.323,84.216
26.699,83.773
27.066,83.331
27.424,82.89
27.773,82.45
28.114,82.011
28.445,81.573
28.768,81.136
29.083,80.701
29.388,80.267
29.685,79.834
29.973,79.402
30.253,78.972
30.525,78.543
30.787,78.115
31.042,77.688
31.287,77.263
31.525,76.84
31.754,76.417
31.975,75.997
32.188,75.577
32.392,75.16
32.588,74.743
32.775,74.329
32.954,73.915
33.125,73.503
33.286,73.093
