-2.9543e-07,-4.9793e-07,-5.7692e-07,-4.9537e-07,-1.9471e-07
-2.823e-07,-4.9422e-07,-5.6969e-07,-4.9498e-07,-1.7203e-07
-2.9787e-07,-4.883e-07,-5.6529e-07,-4.9337e-07,-1.8282e-07
-2.9704e-07,-4.9249e-07,-5.6781e-07,-4.7666e-07,-1.9522e-07
-2.9957e-07,-4.9144e-07,-5.6915e-07,-4.9513e-07,-1.7707e-07
-2.9788e-07,-4.9047e-07,-5.7204e-07,-4.8792e-07,-1.907e-07
-2.9773e-07,-4.8533e-07,-5.624e-07,-4.9422e-07,-1.9064e-07
-2.9954e-07,-4.9658e-07,-5.8773e-07,-4.8587e-07,-1.8352e-07
-2.9495e-07,-4.9617e-07,-5.8065e-07,-4.7774e-07,-1.8973e-07
-3.014e-07,-5.0496e-07,-5.697e-07,-4.8255e-07,-1.9759e-07
-2.8997e-07,-4.9262e-07,-5.5397e-07,-4.8285e-07,-1.9147e-07
-2.8481e-07,-4.9887e-07,-5.6872e-07,-4.7611e-07,-1.8011e-07
-2.9487e-07,-5.0492e-07,-5.5566e-07,-4.9894e-07,-1.9329e-07
-3.0125e-07,-5.0846e-07,-5.7325e-07,-4.7123e-07,-1.8358e-07
-2.9187e-07,-5.0464e-07,-5.6651e-07,-4.8683e-07,-1.8346e-07
-3.0607e-07,-5.0381e-07,-5.7539e-07,-4.7266e-07,-1.868e-07
-2.8569e-07,-5.0525e-07,-5.6631e-07,-4.8359e-07,-1.9379e-07
-3.0765e-07,-5.1399e-07,-5.7192e-07,-4.7774e-07,-1.8757e-07
-2.9363e-07,-5.0246e-07,-5.8059e-07,-4.654e-07,-1.7868e-07
-2.9736e-07,-5.1496e-07,-5.5827e-07,-4.7516e-07,-1.9267e-07
-2.8668e-07,-4.9959e-07,-5.8693e-07,-4.7254e-07,-1.7903e-07
-2.9588e-07,-5.0269e-07,-5.7424e-07,-4.6859e-07,-1.7512e-07
-2.926e-07,-5.2183e-07,-5.7589e-07,-4.6642e-07,-1.7073e-07
-3.0407e-07,-5.1168e-07,-5.7581e-07,-4.6034e-07,-1.712e-07
-2.8775e-07,-5.1608e-07,-5.7713e-07,-4.7317e-07,-1.6328e-07
-2.9977e-07,-5.2625e-07,-5.7368e-07,-4.5212e-07,-1.6862e-07
-2.9793e-07,-5.1784e-07,-5.7456e-07,-4.567e-07,-1.6485e-07
-2.8643e-07,-5.0914e-07,-5.7908e-07,-4.6006e-07,-1.6887e-07
-2.9606e-07,-5.1503e-07,-5.8834e-07,-4.6456e-07,-1.7164e-07
-2.9354e-07,-5.2094e-07,-5.8438e-07,-4.492e-07,-1.7431e-07
-2.8902e-07,-5.2138e-07,-5.797e-07,-4.5114e-07,-1.7394e-07
-3.0467e-07,-5.1844e-07,-5.7275e-07,-4.4413e-07,-1.581e-07
-2.9614e-07,-5.3329e-07,-5.7426e-07,-4.4881e-07,-1.7518e-07
-2.9977e-07,-5.2179e-07,-5.7944e-07,-4.5462e-07,-1.6189e-07
-3.0035e-07,-5.3345e-07,-5.7566e-07,-4.4021e-07,-1.708e-07
-3.0229e-07,-5.321e-07,-5.8217e-07,-4.2683e-07,-1.719e-07
-3.064e-07,-5.3812e-07,-5.7091e-07,-4.2571e-07,-1.5836e-07
-2.8723e-07,-5.3146e-07,-5.7167e-07,-4.2475e-07,-1.7282e-07
-2.9015e-07,-5.2517e-07,-5.6826e-07,-4.3207e-07,-1.6219e-07
-2.9958e-07,-5.355e-07,-5.7465e-07,-4.1997e-07,-1.5649e-07
-2.9064e-07,-5.3276e-07,-5.6997e-07,-4.2205e-07,-1.5536e-07
-2.9187e-07,-5.2887e-07,-5.7066e-07,-4.1007e-07,-1.5358e-07
-3.0156e-07,-5.2559e-07,-5.8327e-07,-4.1669e-07,-1.5797e-07
-2.9874e-07,-5.3555e-07,-5.61e-07,-4.17e-07,-1.6803e-07
-2.9694e-07,-5.3458e-07,-5.7504e-07,-4.116e-07,-1.5865e-07
-2.9713e-07,-5.4296e-07,-5.6074e-07,-4.0322e-07,-1.6821e-07
-2.9821e-07,-5.3493e-07,-5.7138e-07,-3.9681e-07,-1.508e-07
-2.9697e-07,-5.4943e-07,-5.6386e-07,-3.9652e-07,-1.468e-07
-2.9713e-07,-5.4083e-07,-5.6344e-07,-3.9291e-07,-1.6278e-07
