6.8206e-07,3.8678e-07,1.8128e-07,1.1444e-07,1.7548e-07,4.8877e-07
6.7488e-07,3.8008e-07,1.8421e-07,1.1084e-07,1.8625e-07,4.9333e-07
6.87e-07,3.8714e-07,1.8265e-07,1.0473e-07,1.6918e-07,4.7939e-07
6.7582e-07,3.8043e-07,1.8208e-07,1.0543e-07,1.8845e-07,4.9278e-07
6.7971e-07,3.8819e-07,1.7342e-07,9.8863e-08,1.9148e-07,4.9029e-07
6.6672e-07,3.8039e-07,1.8089e-07,1.11e-07,1.9931e-07,4.79e-07
6.7258e-07,3.7953e-07,1.8117e-07,1.0303e-07,1.8394e-07,4.812e-07
6.8876e-07,3.7678e-07,1.7605e-07,1.1276e-07,1.9774e-07,4.979e-07
6.8736e-07,3.8998e-07,1.7328e-07,1.0704e-07,1.798e-07,4.8782e-07
6.8139e-07,3.8751e-07,1.6854e-07,1.0833e-07,1.8515e-07,4.8382e-07
6.8041e-07,3.8944e-07,1.7112e-07,1.0411e-07,1.7658e-07,4.7167e-07
6.6776e-07,3.7854e-07,1.8405e-07,9.3453e-08,1.8046e-07,4.8136e-07
6.8118e-07,3.7706e-07,1.7639e-07,1.0308e-07,2.0797e-07,4.9591e-07
6.7455e-07,3.8057e-07,1.583e-07,9.6283e-08,1.9157e-07,5.0001e-07
6.652e-07,3.7706e-07,1.5878e-07,1.0401e-07,1.9509e-07,4.9059e-07
6.6158e-07,3.9516e-07,1.6987e-07,9.9713e-08,1.9037e-07,4.878e-07
6.6969e-07,3.7494e-07,1.6629e-07,1.0432e-07,1.8235e-07,4.8576e-07
6.735e-07,3.6595e-07,1.6151e-07,9.9742e-08,1.9886e-07,4.8646e-07
6.7082e-07,3.792e-07,1.6349e-07,9.411e-08,1.9379e-07,5.0362e-07
6.7443e-07,3.6998e-07,1.5703e-07,1.035e-07,1.9805e-07,4.9607e-07
6.6815e-07,3.7504e-07,1.6444e-07,9.4125e-08,2.0049e-07,4.9466e-07
6.6817e-07,3.7418e-07,1.5104e-07,9.5582e-08,2.0852e-07,5.0188e-07
6.6325e-07,3.5741e-07,1.6523e-07,9.0819e-08,2.0346e-07,4.9792e-07
6.6982e-07,3.7181e-07,1.588e-07,9.3776e-08,2.0702e-07,4.9453e-07
6.6739e-07,3.7342e-07,1.4767e-07,9.8658e-08,2.1219e-07,4.8787e-07
6.6496e-07,3.7827e-07,1.3623e-07,9.6203e-08,2.0701e-07,4.9046e-07
6.7532e-07,3.6205e-07,1.3637e-07,9.2855e-08,2.058e-07,5.0194e-07
6.6211e-07,3.6938e-07,1.5083e-07,9.9491e-08,2.1633e-07,4.864e-07
6.6075e-07,3.6041e-07,1.3042e-07,8.4608e-08,2.1212e-07,4.8929e-07
6.5859e-07,3.7691e-07,1.4356e-07,9.0989e-08,2.092e-07,4.9666e-07
6.5986e-07,3.5783e-07,1.3311e-07,9.4825e-08,1.9961e-07,4.9969e-07
6.6323e-07,3.5342e-07,1.4484e-07,9.0182e-08,2.1644e-07,4.9289e-07
6.5066e-07,3.45e-07,1.4108e-07,7.9954e-08,2.0373e-07,4.99e-07
6.6014e-07,3.5335e-07,1.3161e-07,6.7325e-08,2.1915e-07,5.0953e-07
6.6013e-07,3.6602e-07,1.4149e-07,7.4391e-08,2.1344e-07,4.8786e-07
6.7182e-07,3.5886e-07,1.2692e-07,8.5182e-08,2.2498e-07,4.8939e-07
6.5494e-07,3.4889e-07,1.3663e-07,7.881e-08,2.1843e-07,4.9821e-07
6.5153e-07,3.5541e-07,1.1538e-07,8.9135e-08,2.2306e-07,4.9735e-07
6.5864e-07,3.585e-07,1.2281e-07,8.0156e-08,2.2129e-07,4.9795e-07
6.5637e-07,3.632e-07,1.0055e-07,8.604e-08,2.4068e-07,4.9004e-07
6.5357e-07,3.5717e-07,1.0937e-07,8.9521e-08,2.3778e-07,4.8364e-07
6.5313e-07,3.4167e-07,1.0615e-07,8.9342e-08,2.3886e-07,4.9471e-07
6.4573e-07,3.5698e-07,1.0666e-07,7.5746e-08,2.3861e-07,4.8507e-07
6.5728e-07,3.5135e-07,1.086e-07,7.5195e-08,2.5142e-07,4.95e-07
6.4854e-07,3.5201e-07,1.0967e-07,8.1598e-08,2.438e-07,4.9915e-07
6.4439e-07,3.5089e-07,1.0376e-07,7.7019e-08,2.4899e-07,4.9562e-07
6.4698e-07,3.4245e-07,1.0364e-07,7.9895e-08,2.4368e-07,4.9409e-07
6.4047e-07,3.4659e-07,9.7759e-08,7.0507e-08,2.422e-07,4.9472e-07
6.3059e-07,3.3499e-07,9.5046e-08,8.3302e-08,2.4488e-07,4.9634e-07
6.3364e-07,3.414e-07,9.336e-08,8.3507e-08,2.5626e-07,4.8963e-07
6.3705e-07,3.3434e-07,9.3472e-08,8.3762e-08,2.4507e-07,5.0607e-07
6.3722e-07,3.4074e-07,9.5352e-08,8.2268e-08,2.4644e-07,4.9878e-07
6.4165e-07,3.3872e-07,9.8543e-08,7.4442e-08,2.6282e-07,4.9451e-07
6.3567e-07,3.4404e-07,8.9663e-08,8.551e-08,2.5227e-07,5.0318e-07
6.3598e-07,3.2847e-07,7.8606e-08,8.7351e-08,2.6162e-07,4.9497e-07
6.3445e-07,3.3535e-07,6.4152e-08,8.6979e-08,2.5556e-07,5.0255e-07
6.3263e-07,3.3138e-07,8.9893e-08,8.835e-08,2.6944e-07,5.0176e-07
6.2602e-07,3.3784e-07,7.5357e-08,9.1815e-08,2.7002e-07,5.02e-07
6.319e-07,3.3039e-07,6.6173e-08,8.9727e-08,2.8545e-07,4.9206e-07
6.3729e-07,3.1153e-07,6.8508e-08,8.647e-08,2.7118e-07,4.9478e-07
6.2681e-07,3.2968e-07,6.9089e-08,9.7787e-08,2.6561e-07,5.0386e-07
6.1967e-07,3.2394e-07,7.2044e-08,7.7779e-08,2.9875e-07,4.8912e-07
6.1497e-07,3.193e-07,6.352e-08,8.9253e-08,2.9528e-07,4.8469e-07
6.1568e-07,3.1751e-07,6.2381e-08,1.0183e-07,2.9152e-07,4.919e-07
6.2373e-07,3.0537e-07,6.419e-08,9.9719e-08,2.8434e-07,4.8649e-07
6.2263e-07,3.1103e-07,5.5942e-08,1.0278e-07,2.8927e-07,4.9121e-07
6.2681e-07,3.0003e-07,5.1849e-08,1.0205e-07,3.0106e-07,4.8935e-07
6.27e-07,3.103e-07,4.8446e-08,1.1336e-07,3.1058e-07,4.897e-07
6.0561e-07,3.2572e-07,5.3535e-08,1.1163e-07,2.9375e-07,4.9224e-07
6.1117e-07,3.0941e-07,5.4773e-08,1.0373e-07,3.1828e-07,4.8127e-07
6.1062e-07,3.1102e-07,4.9967e-08,1.1252e-07,3.079e-07,4.8758e-07
6.084e-07,3.0283e-07,6.1459e-08,1.0584e-07,3.0509e-07,4.9321e-07
6.0031e-07,3.031e-07,4.024e-08,1.2338e-07,3.0763e-07,5.0205e-07
5.9755e-07,3.0904e-07,4.3264e-08,1.1474e-07,3.1795e-07,4.7743e-07
5.8672e-07,3.0758e-07,5.8476e-08,1.0894e-07,3.0992e-07,4.9848e-07
5.987e-07,3.0872e-07,4.4906e-08,1.1136e-07,3.1852e-07,4.9571e-07
5.9923e-07,3.0837e-07,4.5782e-08,1.2789e-07,3.2132e-07,4.8539e-07
6.0756e-07,3.0524e-07,4.3889e-08,1.1863e-07,3.3282e-07,4.8142e-07
