0.7384,0.72208,-0.40519,-1.1852,-2.6573,1.2775
0.76921,0.5367,-0.37887,-0.97816,-2.6957,1.2968
0.76006,0.65588,-0.38754,-0.94998,-2.6504,1.2662
0.74993,0.4302,-0.26163,-1.0595,-2.6668,1.0551
0.59295,0.62909,-0.33168,-1.0762,-2.8011,1.2282
0.62759,0.47844,-0.4593,-1.2955,-2.5976,1.2704
0.68737,0.55573,-0.48716,-1.0798,-2.8566,1.347
0.70141,0.60319,-0.46265,-1.1448,-2.8991,1.3533
0.86938,0.54822,-0.45618,-1.1764,-2.6452,1.364
0.70237,0.62066,-0.56261,-1.1248,-2.8788,1.1288
0.63252,0.50073,-0.39816,-1.0074,-2.7455,1.1975
0.71051,0.64499,-0.40043,-1.2589,-2.6682,1.2527
0.68746,0.64531,-0.40283,-1.0697,-2.7961,1.2505
0.7018,0.65576,-0.54011,-1.1654,-2.7831,1.343
0.73097,0.75509,-0.41911,-1.2645,-2.8854,1.1079
0.77679,0.67663,-0.43617,-1.2096,-2.7324,1.3371
0.78938,0.67755,-0.27795,-1.1405,-2.7345,1.1726
0.84973,0.72608,-0.3938,-1.1626,-2.7778,1.3641
0.85031,0.64524,-0.28783,-1.2401,-2.8526,1.1983
0.88183,0.52984,-0.46489,-1.0945,-2.7456,1.3644
0.87703,0.81749,-0.40487,-1.181,-2.7051,1.3648
0.88705,0.75828,-0.4118,-1.1765,-2.6429,1.1682
0.81606,0.72299,-0.54411,-1.2958,-2.9292,1.3546
0.73842,0.70364,-0.29846,-1.3786,-2.7318,1.2635
0.78017,0.57723,-0.47496,-1.231,-2.8539,1.2012
0.75905,0.62463,-0.45318,-1.3849,-2.9526,1.3601
1.0362,0.62536,-0.45959,-1.3022,-2.7975,1.1907
0.58869,0.64289,-0.3656,-1.3756,-2.7652,1.2972
0.90181,0.69522,-0.48943,-1.4776,-2.9045,1.3274
0.80973,0.68076,-0.47419,-1.3436,-2.9159,1.2002
0.774,0.52116,-0.39763,-1.5158,-2.8775,1.2838
0.73956,0.64608,-0.46751,-1.3632,-2.9198,1.3142
0.84592,0.75351,-0.18293,-1.4218,-2.9491,1.4118
0.81638,0.62813,-0.39713,-1.5399,-2.9821,1.3362
0.97587,0.82398,-0.48308,-1.5528,-2.8449,1.3242
0.7985,0.65771,-0.4405,-1.618,-2.8071,1.2308
0.83714,0.71969,-0.41027,-1.5446,-2.7758,1.3546
0.78445,0.77904,-0.61086,-1.6439,-2.9101,1.4784
0.87478,0.8243,-0.50214,-1.697,-3.0966,1.2649
0.89758,0.63638,-0.51974,-1.7019,-2.9531,1.3381
0.88836,0.80256,-0.45785,-1.6369,-2.8832,1.4988
0.92379,0.85067,-0.3511,-1.6831,-2.934,1.2137
0.84386,0.79732,-0.40944,-1.7528,-2.9879,1.2706
0.75373,0.73386,-0.38242,-1.8601,-3.0315,1.3595
0.82295,0.65633,-0.57537,-1.8642,-2.8322,1.3578
0.86702,0.85851,-0.60165,-1.9248,-2.8522,1.3945
0.97429,0.75417,-0.38767,-1.8701,-3.0039,1.4843
0.88809,0.79853,-0.42601,-1.9588,-2.8595,1.2206
0.80208,0.86831,-0.55782,-1.8669,-2.7607,1.2792
0.83533,0.81811,-0.61647,-1.9489,-2.9824,1.3412
0.79821,0.91891,-0.71267,-2.1429,-2.8906,1.408
0.82397,0.88774,-0.4854,-1.9468,-3.1019,1.3763
0.91253,0.79165,-0.37171,-2.0174,-3.1206,1.4689
0.9549,0.76419,-0.63493,-2.0512,-2.9284,1.4202
0.66762,0.80318,-0.56549,-2.1284,-2.8452,1.3925
0.79792,0.82313,-0.67667,-2.2813,-2.9176,1.3559
1.0372,0.75849,-0.76195,-2.1867,-2.9488,1.4847
0.94928,0.94457,-0.66783,-2.15,-2.9546,1.5121
