-141.86,1231.9
-140.86,1230.5
-139.86,1229.1
-138.86,1227.8
-137.86,1226.4
-136.86,1225
-135.86,1223.7
-134.86,1222.3
-133.85,1220.9
-132.85,1219.6
-131.86,1218.2
-130.86,1216.8
-129.86,1215.5
-128.86,1214.1
-127.86,1212.7
-126.86,1211.4
-125.86,1210
-124.86,1208.6
-123.86,1207.3
-122.86,1205.9
-121.86,1204.5
-120.86,1203.2
-119.86,1201.8
-118.86,1200.4
-117.86,1199.1
-116.86,1197.7
-115.86,1196.3
-114.86,1195
-113.86,1193.6
-112.86,1192.2
-111.85,1190.8
-110.86,1189.5
-109.86,1188.1
-108.85,1186.7
-107.86,1185.4
-106.85,1184
-105.86,1182.6
-104.86,1181.3
-103.86,1179.9
-102.86,1178.5
-101.86,1177.2
-100.86,1175.8
-99.855,1174.4
-98.859,1173.1
-97.858,1171.7
-96.86,1170.3
-95.861,1169
-94.855,1167.6
-93.858,1166.2
-92.859,1164.9
-91.857,1163.5
-90.857,1162.1
-89.856,1160.8
-88.856,1159.4
-87.857,1158
-86.859,1156.7
-85.855,1155.3
-84.859,1153.9
-83.856,1152.6
-82.856,1151.2
-81.855,1149.8
-80.855,1148.5
-79.856,1147.1
-78.858,1145.7
-77.854,1144.4
-76.859,1143
-75.857,1141.6
-74.855,1140.3
-73.856,1138.9
-72.857,1137.5
-71.859,1136.2
-70.86,1134.8
-69.857,1133.4
-68.854,1132.1
-67.859,1130.7
-66.859,1129.3
-65.859,1128
-64.859,1126.6
-63.854,1125.2
-62.858,1123.9
-61.86,1122.5
-60.855,1121.1
-59.857,1119.7
-58.855,1118.4
-57.855,1117
-56.854,1115.6
-55.857,1114.3
-54.858,1112.9
-53.856,1111.5
-52.859,1110.2
-51.858,1108.8
-50.858,1107.4
-49.858,1106.1
-48.857,1104.7
-47.857,1103.3
-46.853,1102
-45.856,1100.6
-44.856,1099.2
-43.857,1097.9
-42.856,1096.5
-41.855,1095.1
-40.858,1093.8
-39.86,1092.4
-38.86,1091
-37.855,1089.7
-36.86,1088.3
-35.857,1086.9
-34.855,1085.6
-33.855,1084.2
-32.854,1082.8
-31.856,1081.5
-30.856,1080.1
-29.858,1078.7
-28.854,1077.4
-27.857,1076
-26.856,1074.6
-25.854,1073.3
-24.858,1071.9
-23.86,1070.5
-22.854,1069.2
-21.855,1067.8
-20.859,1066.4
-19.854,1065.1
-18.858,1063.7
-17.856,1062.3
-16.86,1061
-15.859,1059.6
-14.859,1058.2
-13.859,1056.8
-12.855,1055.5
-11.857,1054.1
-10.86,1052.8
-9.8565,1051.4
-8.8601,1050
-7.8587,1048.6
-6.857,1047.3
-5.8573,1045.9
-4.8555,1044.5
-3.8565,1043.2
-2.8582,1041.8
-1.8561,1040.4
-0.85788,1039.1
0.14455,1037.7
1.1402,1036.3
2.143,1035
3.1452,1033.6
4.1438,1032.2
5.146,1030.9
6.145,1029.5
7.143,1028.1
8.142,1026.8
9.1458,1025.4
10.143,1024
11.145,1022.7
12.144,1021.3
13.141,1019.9
14.142,1018.6
15.141,1017.2
16.142,1015.8
17.142,1014.5
18.145,1013.1
19.144,1011.7
20.14,1010.4
21.144,1009
22.139,1007.6
23.143,1006.3
24.143,1004.9
25.144,1003.5
26.145,1002.2
27.144,1000.8
28.144,999.42
29.144,998.05
30.142,996.69
31.145,995.32
32.142,993.95
33.147,992.58
34.143,991.22
35.145,989.85
36.145,988.48
37.141,987.11
38.14,985.75
39.14,984.38
40.142,983.01
41.141,981.64
42.145,980.28
43.142,978.91
44.14,977.54
45.146,976.17
46.142,974.81
47.143,973.44
48.14,972.07
49.142,970.7
50.142,969.34
51.145,967.97
52.145,966.6
53.145,965.23
54.145,963.87
55.144,962.5
56.143,961.13
57.143,959.77
58.141,958.4
59.143,957.03
60.142,955.66
61.145,954.3
62.142,952.93
63.146,951.56
64.141,950.2
65.142,948.83
66.144,947.46
67.145,946.09
68.139,944.73
69.142,943.36
70.141,941.99
71.142,940.62
72.142,939.26
73.14,937.89
74.145,936.52
75.144,935.15
76.142,933.79
77.142,932.42
78.143,931.05
79.143,929.69
80.146,928.32
81.144,926.95
82.14,925.59
83.142,924.22
84.145,922.85
85.142,921.48
86.144,920.11
87.144,918.75
88.139,917.38
89.141,916.01
90.143,914.64
91.145,913.27
92.145,911.91
93.14,910.54
94.142,909.17
95.139,907.81
96.141,906.44
97.142,905.07
98.142,903.71
99.142,902.34
100.14,900.97
101.15,899.6
102.15,898.23
103.14,896.87
104.14,895.5
105.14,894.14
106.14,892.77
107.14,891.4
108.14,890.03
109.14,888.67
110.14,887.3
111.14,885.93
112.14,884.56
113.14,883.2
114.14,881.83
115.14,880.46
116.14,879.09
117.14,877.73
118.14,876.36
119.15,874.99
120.14,873.62
121.14,872.26
122.14,870.89
123.14,869.52
124.14,868.16
125.14,866.79
126.14,865.42
127.14,864.05
128.14,862.69
129.14,861.32
130.14,859.95
131.14,858.58
132.15,857.21
133.14,855.85
134.14,854.48
135.14,853.12
136.14,851.75
137.14,850.38
138.14,849.01
139.14,847.65
140.15,846.27
141.14,844.91
142.14,843.54
