-892.79,-881.46,-694.72,-254.17,-366.64
-892.69,-881.27,-699.12,-254.02,-367.39
-890.99,-884.89,-700.74,-254.57,-371.42
-896.64,-884.67,-690.51,-255.02,-370.04
-894.23,-888.72,-693.52,-257.28,-370.86
-891.58,-880.66,-699.31,-257.01,-374.48
-889.15,-878.16,-695.09,-256.29,-371.4
-889.11,-887.5,-692.42,-258.33,-373.72
-881.12,-879.97,-699.72,-258.32,-373.57
-885.63,-881.08,-692.45,-260.73,-376.11
-880.54,-877.05,-696.43,-261.5,-379.95
-894.06,-883.2,-700.6,-262.87,-378.75
-887.27,-876.76,-696.52,-263.15,-378.84
-895.89,-874.31,-692.52,-261.77,-378.95
-892.82,-876.17,-700.62,-262.97,-384.66
-877.93,-878.08,-695.23,-266.24,-382.5
-896.41,-884.28,-692.15,-262.82,-384.54
-884.66,-874.8,-692.37,-265.23,-384.94
-891.22,-875.58,-691.12,-264.67,-385.25
-878.13,-869.35,-689.02,-266.07,-386.52
-898.09,-873.97,-690.8,-266.6,-387.36
-891.9,-871.47,-694.54,-269.5,-387.81
-887.49,-871.53,-693.26,-270.04,-387.24
-886.7,-867.96,-696.74,-269.66,-390.03
-886.55,-868.72,-694.4,-268.3,-389.41
-896.66,-878.74,-697.75,-271.33,-392.58
-887.92,-875,-698.97,-270.05,-391.49
-885.84,-868.02,-691.37,-273.88,-394.07
-881.69,-865.35,-696.35,-271.91,-391.29
-884.38,-865.74,-697.86,-276.71,-391.19
-888.94,-870.74,-692.02,-275.58,-393.69
-876.66,-863.51,-696.99,-275.53,-398.33
-886.92,-873.34,-688.05,-275.25,-396.52
-884.24,-871.99,-692.71,-276.72,-394.34
-880.2,-870.92,-689.03,-279.04,-398.07
-886.33,-861.23,-697.75,-277.78,-402.44
-881.33,-862.63,-692.53,-281.24,-400.17
-876.39,-869.4,-695.28,-278.7,-402.77
-887.16,-862.02,-695.61,-279.46,-401.46
-885.09,-867.38,-690.49,-282.16,-403.83
-881.69,-856.88,-694.39,-281.21,-404.63
-880.55,-867.22,-700.77,-283.76,-404.85
-883.69,-864.45,-693.18,-282.7,-405.02
-882.26,-869.12,-694.72,-282.38,-409.92
-885.54,-859.39,-692.83,-286.13,-408.08
-882.24,-862.63,-693.23,-286.38,-413.73
-870.2,-861.46,-698.73,-284.4,-410
-881.65,-857.5,-697.92,-287.97,-411.17
-882.26,-857.21,-699.38,-286.81,-412.52
-885.53,-857.75,-694.84,-287.77,-412.05
-874.51,-860.57,-690.52,-287.91,-410.49
-885.54,-858.34,-697.22,-288.67,-417.59
-877.77,-862.39,-699.58,-288.99,-416.09
-879.83,-865.98,-692.13,-288.16,-416.75
-874.74,-853.87,-696.75,-289.27,-419.23
-880.57,-861.95,-694.53,-293.2,-415.56
-879.5,-860.13,-693.38,-292.7,-422.22
-874.72,-850.05,-698.89,-293.24,-417.39
-873.96,-855.74,-696.51,-293.46,-421.08
-880.08,-850.61,-694.56,-293.61,-424.32
-871.71,-860.09,-693.7,-295.38,-424.41
-880.27,-851.21,-698.78,-294.34,-426.21
-881.84,-852.21,-697.1,-298.24,-423.49
-878.86,-854.52,-697,-295.38,-424.37
-867.52,-849.43,-692.96,-298.05,-426.79
-879.53,-849.92,-695.86,-300.41,-429.65
-876.55,-853.65,-693.18,-301.97,-426.36
-871.95,-851.74,-695.5,-297.92,-430.99
-878.06,-855.91,-696.75,-302.07,-427.11
-882.86,-858.43,-694.4,-300.66,-432.63
-869.47,-848.49,-695.26,-303.66,-427.13
-874.67,-848.4,-689.57,-302.87,-433.63
-868.26,-845.48,-696.41,-303.02,-436.58
-876.9,-843.76,-696.88,-306.23,-434.61
-875.67,-848.39,-698.3,-303.2,-433.5
-871.4,-838.38,-690.84,-306.47,-436.65
-876.67,-846.13,-693.05,-306.6,-435.2
-876.12,-837.67,-698.7,-308.09,-439.36
-869.51,-844.33,-695.56,-305.7,-439.63
-873.65,-839.83,-700.01,-306,-438.56
-869.72,-839.41,-693.38,-310.17,-438.44
-871.41,-840.08,-695.23,-313.12,-440.06
-874.66,-841.48,-695.78,-307.87,-444.41
-871.17,-838.95,-695.79,-311.36,-447.11
-865.37,-837.87,-696.56,-315.12,-444.52
-874.7,-842.84,-698.13,-314.94,-449.95
-870.2,-837.92,-696.27,-313.15,-440.6
-868.74,-839.29,-694.33,-313.99,-449.41
-869.29,-837.91,-693.29,-314.15,-447.32
-869.17,-839.12,-701.26,-317.87,-445.76
-875.92,-832.82,-704.49,-316.74,-448.35
-859.2,-834.73,-700.9,-316.47,-449.22
-861.96,-830.93,-693.5,-318.4,-446.48
-870.23,-833.28,-698.29,-318.52,-451.03
-869.2,-836.85,-702.51,-317.15,-451.34
-861.39,-831.81,-693.69,-319.22,-452.76
-864.16,-832.65,-696.91,-322.41,-453.89
-873.96,-836.72,-699.64,-319.75,-451.46
-867.13,-833.96,-689.46,-319.63,-457.32
-869.88,-837.62,-692.16,-323.7,-458.82
-864.93,-827.05,-691.48,-324.62,-454.46
-863.46,-831.45,-699.09,-323.54,-456.01
-865.91,-827.33,-701.45,-323.41,-460.5
-872.9,-834.13,-695.18,-326.29,-466.54
-869.79,-823.7,-695.85,-327.95,-458.35
-864.66,-828.37,-696.18,-325.59,-458.57
-858.45,-835.86,-694.69,-326.05,-467.09
-866.71,-823.97,-698.85,-330.13,-462.79
-864.73,-825.45,-699.42,-326.92,-464.53
-865.61,-826.09,-697.04,-332.56,-465.38
-857.01,-832.32,-693.48,-330.92,-465.91
-854.64,-821.4,-699.53,-330.4,-467.82
-862.35,-829.6,-695.46,-331.36,-467.07
-863.22,-815.59,-690.81,-333.71,-471.01
-854.88,-825.84,-696.48,-331.2,-470.69
-866.92,-821.04,-690.13,-334.14,-470.43
-858.14,-824.2,-694.58,-333.93,-470.21
-855.82,-817.75,-692.63,-338.22,-473.89
-856.64,-820.87,-695.54,-336.42,-475.19
-863.33,-819.42,-695.88,-335.61,-470.91
-855.85,-826.09,-693.37,-339.07,-477.66
-855.39,-827.55,-697.59,-339.57,-474.95
-854.83,-821.8,-698.67,-338.69,-482.1
-856.71,-821.53,-694.47,-341.29,-478.12
-856.77,-811.86,-695.46,-340.28,-481.07
-858,-814.73,-696.67,-345.27,-479.15
-860.19,-814.54,-691.16,-339.6,-482.97
-855.99,-819.9,-693.6,-340.2,-482
-855.18,-818.27,-690.01,-339.74,-484.48
-851.82,-813.21,-696.07,-343.62,-484.66
-859.85,-818.99,-694.12,-343.37,-482.26
-855.78,-823.5,-697.68,-345.37,-483.38
-848.83,-811.36,-681.01,-346.39,-489.97
-854.18,-811.63,-698.63,-345.62,-486.42
-857.3,-812.41,-691.68,-348.54,-487.55
-859.35,-809.27,-691.76,-346.65,-490.49
-858.19,-812.74,-696.45,-350.62,-490.2
-856.31,-810.19,-700.99,-349.58,-490.06
-852.33,-807.16,-688.36,-350.43,-492.87
-854.33,-806.14,-690.79,-349.65,-490.7
-862.63,-810.5,-691.26,-351.94,-497.11
-853.7,-812.14,-695.13,-349.24,-493.09
-854.95,-807.06,-694.3,-353.56,-493.32
-850.89,-805.54,-688.22,-353.96,-494.65
-847.58,-801.33,-691.18,-354.74,-501.55
-844.54,-807.56,-695.02,-356.5,-501.67
-844.28,-805.84,-697.4,-356.31,-502.91
-853.77,-814.46,-683.99,-355.43,-499.46
-842.2,-802.36,-697.93,-356.82,-503.6
-854.8,-802.73,-691.51,-355.05,-501.39
-844.46,-802.44,-692.08,-356.79,-500.09
-845.52,-802.81,-689.69,-359.41,-503.5
-845.64,-805.84,-700.71,-360.99,-506.37
-846.39,-802.14,-694.66,-359.16,-501.86
-847.81,-798.24,-693.94,-359.34,-503.35
-839.69,-801.61,-699.27,-361.89,-508.66
-845.85,-800.83,-700.62,-360.8,-507.89
-842.02,-802.2,-693.23,-362.3,-511.07
-840.24,-799.25,-692.97,-366.45,-511.45
-844.25,-792.85,-687.11,-365.35,-509.17
-842.71,-794.17,-692.75,-365.37,-516.31
-851.02,-801.29,-695.79,-363.5,-516
-839,-790.12,-702.92,-366.91,-511.91
-842.62,-796.2,-684.72,-365.7,-515.86
-842.36,-788.74,-690.1,-367.42,-515.6
-834.76,-795.8,-697.01,-365.44,-517.4
-847.09,-795.72,-693.67,-368.18,-516.68
-836.24,-793.16,-689.64,-368.53,-521.79
-840.18,-795.57,-692.76,-368.55,-514.02
-834.26,-793.59,-690.34,-372.52,-518.82
-834.35,-792.31,-695.1,-372.29,-520.21
-837.75,-796.38,-694.37,-371.67,-518.06
-835.29,-792.1,-687.35,-372.43,-522.14
-835.97,-787.75,-690.25,-372.81,-519.83
-841.44,-786.01,-694.52,-373.88,-523.41
-843.39,-790.1,-689.47,-373.65,-523.75
-839.24,-791.84,-690.93,-374.96,-526.87
-839.99,-786.27,-695.66,-375.88,-529.23
-840.84,-787.58,-690.29,-378.89,-522.99
-836.54,-787.06,-691.75,-376.25,-524.9
-824.97,-788.36,-694.12,-377.76,-535.81
-832.93,-780.49,-689.8,-379.48,-532.2
-835.72,-782.07,-684.95,-378.84,-527.65
-837.84,-784.09,-683.72,-381.33,-529.69
-840.06,-784.13,-690.81,-379.81,-534.42
-834.3,-784.2,-688.81,-383.22,-527.39
